"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Customer Scenario Focused End-to-End Testing","C. Liang; A. Malatpure; M. Shafiei; M. Vago; T. Zheng","NA; NA; NA; NA; NA","2012 IEEE 23rd International Symposium on Software Reliability Engineering Workshops","","2012","","","80","81","End to end testing is critical for ensuring the quality of a software product. Popular software products are deployed by customers in a wide variety of configurations over a broad range of hardware. Testing efforts, being subject to normal business constraints (limited time and resources) do not find it possible to recreate all customer scenarios in-house. In such a situation, it is valuable to understand how to model a wide range of customer scenarios so that their shared elements and unique traits can be distinguished from each other. Given such a modeling approach, it is necessary to know how to build a testing infrastructure that can utilize traditional functional tests, but reorient them in a way that provides high customer scenario coverage at optimal cost. In this paper, we model customer scenarios from the perspective of the services they enable. Services typically have multiple categories of users, with each category expecting the service to provide functionality catering to its unique requirements. This setup is modeled in our approach by using the 'Persona -- Experience - Usecase' hierarchy. Persona refers to the different categories of users that utilize a service. Experience refers to the user experiences that each user category expects from the service. Usecases clarify the specific requirements of the distinct functionality expected by each user category. Using such a persona-experience-usecase hierarchy to model customer scenarios helps demarcate requirements common to multiple scenarios from those that are specific to certain deployments. We create the scenario test model to test the corresponding experiences and usecases for different personas. The test model consists of topologies and schemas. A test topology helps capture the uniqueness associated with each scenario. It is further split into 2 parts viz. roles (that capture the various software settings associated with the customer scenario) and configurations (that capture the hardware setup, a.k.a. machine-network-storage combination associated with the customer scenario). A test schema captures the test activities related to the customer scenarios. It consists of 'action groups', with each action group being associated with a usecase for the customer scenario. Thus the 'Persona - Experience - Usecase' hierarchy in customer scenario modeling broadly corresponds to the 'Test Scenario - Topology, TestSchema - Roles, Configurations, Action Groups' hierarchy in the test object model. Multi-functional, service oriented customer scenarios require that core experiences associated with each persona continue to be met during the different states of the service. We have used the concept of 'Service Level Agreements (SLAs)' to capture such core experiences to validate their continued satisfaction. Most real-world customer deployments are susceptible to hardware and software faults. We have explicitly added faults (both hardware and software) to our object model to test service resiliency under such conditions. In a customer scenario, SLAs and faults are typically associated with usecases. We have used a similar association in the test object model to compose action groups from 3 sources viz. user actions, faults and user SLAs. We implemented the proposed approach in the development cycle for Windows Server 2012. The implementation manifested as a testing infrastructure with four major components namely: deployment creator, test scheduler, monitoring system and reporting dashboard. A flexible deployment creator configured different test topologies (i.e. fileserver, high availability clustering, networking and storage variations). Action groups consisted of traditional functional tests, specially written SLA tests and simulated hardware, software faults. A smart stochastic scheduler coordinated these action groups and was used to simulate persona-experience patterns. A monitoring system gathered 2 distinct types of information, viz.: action group success status and system health indicators. Finally a rich reporting dashboard was used to overlay this information in a continuous time graph for quality assurance and issue triage. The above testing infrastructure enabled us to find issues that had been missed in traditional functional and stress tests. We targeted multiple customer scenarios and found a good mix of issues spanning different features in the software. These results increase our confidence in this approach and we propose to evolve it further going forward.","","978-1-4673-5048-8978-0-7695-4928","10.1109/ISSREW.2012.30","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6405421","end to end testing;system testing;scenario testing;software testing;customer scenario modeling","Software;Testing;Hardware;Topology;Network topology;Monitoring;Abstracts","program testing;software quality;software reliability","end-to-end testing;software product;persona-experience-usecase hierarchy;scenario test model;action group;test object model;multifunctional customer scenario;service oriented customer scenario;service level agreement;SLA;deployment creator;test scheduler;monitoring system;reporting dashboard;continuous time graph","","","","","","","","","","IEEE","IEEE Conferences"
"A Dashboard for Microservice Monitoring and Management","B. Mayer; R. Weinreich","NA; NA","2017 IEEE International Conference on Software Architecture Workshops (ICSAW)","","2017","","","66","69","We present an experimental dashboard for microservice monitoring and management. The dashboard can be adapted to different stakeholder needs and it supports the integration of different monitoring infrastructures for collecting microservice runtime data. Aside from runtime information, the dashboard also supports the integration of other information sources for providing static information about microservices and microservice development. We describe the main motivation for developing the dashboard, explain the basic concepts and present important usage scenarios and views currently supported in the dashboard.","","978-1-5090-4793-2978-1-5090-4794","10.1109/ICSAW.2017.44","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7958458","Microservices;microservice monitoring;microservice management;microservice dashboard","Conferences;Software architecture","data acquisition;data integration;service-oriented architecture;system monitoring","microservice monitoring;experimental dashboard;microservice management;monitoring infrastructures;microservice runtime data collection;information sources;microservice development","","3","","8","","","","","","IEEE","IEEE Conferences"
"A data-driven analytics approach in the study of pneumonia's fatalities","M. Y. Santos; A. Carvalheira; A. T. de Araújo","ALGORITMI Research Centre, Dept. of Information Systems, University of Minho, Guimarães, Portugal; Portuguese Lung Foundation, Fundaçâo Portuguesa do Pulmâo Lisboa, Portugal; Portuguese Lung Foundation, Fundaçâo Portuguesa do Pulmâo Lisboa, Portugal","2015 IEEE International Conference on Data Science and Advanced Analytics (DSAA)","","2015","","","1","10","As huge amounts of data become available in organizations and society, specific data analytics skills and techniques are needed to explore this data and extract from it useful patterns, tendencies, models or other useful knowledge, which could be used to support the decision-making process, to define new strategies or to understand what is happening in a specific field. Only with a deep understanding of a phenomenon it is possible to fight it. In this paper, a data-driven analytics approach is used for the analysis of the increasing incidence of fatalities by pneumonia in the Portuguese population, characterizing the disease and its incidence in terms of fatalities, knowledge that can be used to define appropriate strategies that can aim to reduce this phenomenon, which has increased more than 65% in a decade.","","978-1-4673-8272","10.1109/DSAA.2015.7344868","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7344868","data-driven analytics;pneumonia;dashboards;data exploration;data analysis","Diseases;Lungs;Data analysis;Hospitals;Data mining;Data warehouses","data analysis;decision making;diseases;medical computing","data-driven analytics approach;pneumonia fatalities;data analytics skills;decision-making process;Portuguese population","","1","","11","","","","","","IEEE","IEEE Conferences"
"Dashboard - a novel approach to re-find information in a website through building personalized navigational menus","P. Biswas; M. Debnath; S. Ghosh; S. Rahim; A. Mahamud; N. Chowdhury","Department of Computer Science, University of Texas at San Antonio, One UTSA Circle - SA, 78249 USA; System Developer, Cention AB, Shyamoli, Dhaka, Bangladesh; System Developer, Cention AB, Shyamoli, Dhaka, Bangladesh; IT Specialist, Bangladesh Jute Research Institute, Dhaka, Bangladesh; Software Engineer, KAZ IT Limited, Dhaka, Bangladesh; Grameenphone Ltd, Dhaka, Bangladesh","14th International Conference on Computer and Information Technology (ICCIT 2011)","","2011","","","173","178","Re-visitation or re-finding information in a website is a very frequent activity in web browsing. When a user re-visits a website especially after a long time, she encounters some problems among which being oblivious about the information structure of the site is very prominent. Another problem is that in a website, users have no way to organize the information space or the navigational structure of the website. In this paper, we have proposed a novel approach named Dashboard which supports building custom navigational menus system and allows each user build her own hierarchical information structure. We have also demonstrated how this new approach helps quickly re-finding information on re-visitation of a website.","","978-1-61284-908-9978-1-61284-907-2978-1-61284-906","10.1109/ICCITechn.2011.6164778","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6164778","Human Computer Interaction;Personalization;Re-visitation;Web Navigation","Engines;Navigation","human computer interaction;information retrieval;Web sites","Dashboard;information refinding;Website;personalized navigational menus;information revisitation;Web browsing;navigational structure;hierarchical information structure","","","","17","","","","","","IEEE","IEEE Conferences"
"Operational dashboard implementation for a family taxi business company","F. Freitas; B. Alturas","Instituto Universitário de Lisboa (ISCTE-IUL), Lisboa, Portugal; Instituto Universitário de Lisboa (ISCTE-IUL), ISTAR-IUL Lisboa, Portugal","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","","2018","","","1","6","This article describes a project that aimed to implement an operational dashboard to improve the management of a family-run taxi company. In the day-to-day life of the company, it lacked an operational tool that allowed a clear and integrated vision of the Taxi daily activity and that could be the driver for a quick decision-making, with the goal of improving the efficiency and effectiveness of the company, obtain higher productivity and less operating costs. No additional monetary investment was intended. The solution chosen is based on Google Forms for collecting data by the taxi driver, which is later recorded on Google Drive cloud. This up-to-date information is accessed in real time by a dynamic Microsoft Excel link using Power Query, being the final dashboard located in a refreshable Excel file hosted by Google Drive cloud service.","","978-989-98434-8-6978-1-5386-4885","10.23919/CISTI.2018.8399315","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399315","Dashboard;Business Intelligence;Business Analytics;Management;Cloud;Information","Google;Business intelligence;Cloud computing;Public transportation;Companies;Visualization","business data processing;cloud computing;data analysis;decision making;investment","clear vision;integrated vision;quick decision-making;operating costs;additional monetary investment;Google Forms;taxi driver;final dashboard;Google Drive cloud service;operational dashboard implementation;family taxi business company;operational tool;family-run taxi company;up-to-date information;Microsoft Excel link;Power Query;refreshable Excel","","","","","","","","","","IEEE","IEEE Conferences"
"Building a User Friendly Service Dashboard: Automatic and Non-intrusive Chaining between Widgets","N. Laga; E. Bertin; N. Crespi","NA; NA; NA","2009 Congress on Services - I","","2009","","","484","491","End-users self service and end-users as co-developers are two main characteristics of Web 2.0 paradigm. They will harness the great potential of the Internet of services. However, today's service exposure tools and service composition tools are too complex to be used by ordinary end-users. They are based on technologies such as REST, WSDL, and SOAP which are hardly understandable by the end-user. In this paper, we propose a widget based service exposure and service creation tool. Our framework creates links between loaded widgets automatically; additional functionalities are thus added automatically to existing widgets as long as the end-user loads other widgets to his personal environment; in the same way as he launches an application on his Windows environment. This mechanism is definitely more intuitive than SOA technologies as it is based on the user interface.","2378-3818","978-0-7695-3708","10.1109/SERVICES-I.2009.62","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5190635","Web 2.0;widgets;service composition;service dashboard","Telecommunications;Service oriented architecture;User interfaces;Web and internet services;Simple object access protocol;Application software;Software reusability;Research and development;Software packages;Packaging","human computer interaction;software architecture;user interfaces;Web services","user friendly service dashboard;widget-based service;end-user self service;Web 2.0;Internet-of-service;Windows environment;SOA technology;user interface","","4","","24","","","","","","IEEE","IEEE Conferences"
"Hospital occupation rate analysis of the Brazilian federal university hospitals through business intelligence","C. A. M. Noce; G. D. A. Nze; L. M. Brasil","Programa de P&#x00F3;s-Gradua&#x00E7;&#x00E3;o em Engenharia Biom&#x00E9;dica / PPGEB, Faculdade Gama-FGA, Faculdade de Tecnologia-FT, Universidade de Bras&#x00ED;lia-UnB, Bras&#x00ED;lia-DF, Brasil; Programa de P&#x00F3;s-Gradua&#x00E7;&#x00E3;o em Engenharia Biom&#x00E9;dica / PPGEB, Faculdade Gama-FGA, Faculdade de Tecnologia-FT, Universidade de Bras&#x00ED;lia-UnB, Bras&#x00ED;lia-DF, Brasil; Programa de P&#x00F3;s-Gradua&#x00E7;&#x00E3;o em Engenharia Biom&#x00E9;dica / PPGEB, Faculdade Gama-FGA, Faculdade de Tecnologia-FT, Universidade de Bras&#x00ED;lia-UnB, Bras&#x00ED;lia-DF, Brasil","2017 12th Iberian Conference on Information Systems and Technologies (CISTI)","","2017","","","1","6","The hospital area is constantly in need of care and attention. Because of its urgencies, it has vulnerabilities and risks that hinder the quality of hospital management. Technological management tools are effective in improving processes and strategic administration because they provide information reliability. The aim of this work is to propose to the Brazilian Federal University Hospitals (FUH's) the use of an open source Business Intelligence (BI) tool, Pentaho, to analyze the Hospital Occupancy Rate (HOR) and support clinical decision making. This paper describes BI and Pentaho, as well as the main points of the E-EFI-01 efficiency documentation established by the National Agency of Supplementary Health (NASH), with emphasis on the hospital indicator Occupancy Rate. Through Pentaho, is made the data extraction and the transformation, as well as loading them into the Data Warehouse (DW), all based on a relational database of the Brazilian Hospital Services Company (BHSC). After that, dimensional cubes are created for the generation of graphic panels in dashboards. It can be seen that most BHSC hospitals are not yet adequately using their operational beds, being outside the goal established by NASH. Several steps are taken to achieve efficient hospital administration, but the joint working of Information and Communication Technology (ICT) solutions with the health area and its standards, provides a major step towards efficient hospital management.","","978-9-8998-4347-9978-1-5090-5047","10.23919/CISTI.2017.7975882","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975882","ICT;hospital management;BI;BHSC;hospital indicators","Hospitals;Business intelligence;Silicon;Data warehouses;Tools;Information and communication technology;Monitoring","data warehouses;decision making;hospitals;medical administrative data processing;relational databases","ICT;operational beds;BHSC hospitals;Brazilian Hospital Services Company;relational database;data warehouse;data extraction;hospital indicator occupancy rate;NASH;National Agency of Supplementary Health;E-EFI-01 efficiency documentation;BI;clinical decision making;HOR;Pentaho;open source business intelligence tool;FUH;hospital management;Brazilian Federal University hospitals;hospital occupation rate analysis","","","","22","","","","","","IEEE","IEEE Conferences"
"Ontology-Driven Decision Support in Dynamic Supply-Chains","A. Nelson; D. Nyabuti; J. Collins; W. Ketter; M. Gini","NA; NA; NA; NA; NA","2009 IEEE Conference on Commerce and Enterprise Computing","","2009","","","129","136","We describe an approach to building a highly configurable, semi-autonomous agent that can support users playing a variety of roles in a supply-chain trading environment. The agent's decision processes are composed of networks of simple services that are described using OWL ontology. The ontology describes both the abstract data structures that are produced and consumed by individual services, as well as the business meaning of these data elements. This approach supports goal-directed composition of services in order to generate performance dashboards, as well as direct injection of user input at arbitrary points in the network.","2378-1963;2378-1971","978-0-7695-3755","10.1109/CEC.2009.79","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5210805","Decision Support;Supply Chains;Economic Dashboard;Ontology","Ontologies;Humans;Autonomous agents;Supply chain management;Information analysis;Computer science;Decision making;Management training;Companies;Resource description framework","data structures;decision support systems;knowledge representation languages;ontologies (artificial intelligence);software agents;supply chain management;supply chains;Web services","dynamic supply-chain;ontology-driven decision support system;semiautonomous agent;OWL ontology;abstract data structure;goal-directed service composition;Web service;software agent;supply chain management;goods transfer","","","","13","","","","","","IEEE","IEEE Conferences"
"Insights from the Design and Evaluation of a Personal Health Dashboard","A. Colley; K. Halttu; M. Harjumaa; H. Oinas-Kukkonen","NA; NA; NA; NA","2016 49th Hawaii International Conference on System Sciences (HICSS)","","2016","","","3483","3492","We present the design and user study based evaluation of a personal health dashboard aimed to supported reflective behavior change. Rather than providing direct actionable instructions, we target to present health data in such a way that the users infer their health status and create their own actions from the data itself. User interviews revealed a wide range of potential challenges with the adoption of personal health dashboards in general. Features that enabled a single view to health data from multiple sources and the comparison of trends in different parameters over the long term were highlighted as desirable. Our study provides data on an alternative approach to health data presentation and behavior change for researchers and designers working in the area.","1530-1605","978-0-7695-5670","10.1109/HICSS.2016.435","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7427619","wellness;health dashboard;behavior change;self reflection","Monitoring;Reflection;Prototypes;Market research;Biomedical monitoring;Data visualization;Medical services","health care;medical information systems","health data presentation;health status;reflective behavior change;user study based evaluation;personal health dashboard evaluation;personal health dashboard design","","1","","29","","","","","","IEEE","IEEE Conferences"
"Influencing behavior of electricity consumers to enhance participation in demand response","A. P. Ballenger; P. Herath; M. N. Cáceres; G. K. Venayagamoorthy; J. M. Corchado","Real-Time Power and Intelligent Systems Laboratory, Holcombe Department of Electrical and Computer Engineering, Clemson University, Clemson, SC, 29634, USA; Real-Time Power and Intelligent Systems Laboratory, Holcombe Department of Electrical and Computer Engineering, Clemson University, Clemson, SC, 29634, USA; University of Salamanca, c/Espejo, s/n, Salamanca 37007, Spain; Real-Time Power and Intelligent Systems Laboratory, Holcombe Department of Electrical and Computer Engineering, Clemson University, Clemson, SC, 29634, USA; University of Salamanca, c/Espejo, s/n, Salamanca 37007, Spain","2017 North American Power Symposium (NAPS)","","2017","","","1","6","Demand response (DR) provides an opportunity for consumers to change their electricity usage during peak periods by applying time-based rates or other forms of financial incentives. Currently the majority of DR resources are based on commercial loads in which substantial amounts of DR resources for residential purposes are wasted. Despite the multiple advantages of demand response to such residential customers, they are often reluctant to participate in such programs because of privacy concerns or because they are unaware of time-based rates. In this study, a customer dashboard was developed to enhance and persuade customers to participate in demand response programs. The online dashboard was used to increase awareness of all customer types, which is essential for ensuring a significant increase of DR participants. Incorporating flexibility, ease-of-use, and rewards programs will attract customers to use the dashboard thus expanding customer awareness to consciously or subconsciously change energy consumption behaviors. Making such cultural changes in customer behaviors leads to a long term solution for participation in demand response programs. With enhanced DR participation a sustainable power system operation and environment can be realized.","","978-1-5386-2699-3978-1-5386-2698-6978-1-5386-2700","10.1109/NAPS.2017.8107300","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8107300","customer behavior;demand response management;participation;positive influence;visualization","Load management;Schedules;Pricing;Load flow control;Home appliances;Load modeling;Privacy","demand side management;energy consumption","residential customers;residential purposes;electricity usage;electricity consumers;demand response programs","","","","12","","","","","","IEEE","IEEE Conferences"
"Drive system assistance tool for meta-analysis of dimensioning and maintenance indicators","F. Ansari; R. A. Dewa; M. Fathi","Institute of Knowledge Based Systems &amp; Knowledge Management, Department of Electrical Engineering &amp; Computer Science, University of Siegen, D-57068, Germany; Institute of Knowledge Based Systems &amp; Knowledge Management, Department of Electrical Engineering &amp; Computer Science, University of Siegen, D-57068, Germany; Institute of Knowledge Based Systems &amp; Knowledge Management, Department of Electrical Engineering &amp; Computer Science, University of Siegen, D-57068, Germany","IECON 2012 - 38th Annual Conference on IEEE Industrial Electronics Society","","2012","","","3113","3119","This paper discusses design, development and prototyping of a drive designer assistance tool: MainDriveASSIST. The prototype consists of features that enable drive engineer in selection of drive system components based on meta-analysis of vendors' offers as well as customer's requirements. Meta-analysis is performed through by using benchmarking dashboard comprises technical and non-technical indicators for selection of drive system components. The benchmarking dashboard broadens and deepens drive engineer's knowledge for optimal selection of drive components and improves decision-making activities. Technical indicators are mainly acquired from dimensioning of the drive system (drive system specifications) as well as the basic requirements e.g. for power consumption and operational availability (maintenance related factors). Non-technical indicators are mainly to consider business administration activities especially through indication of investment and preventive/corrective maintenance costs of drive systems which are directly affect customer's/company's business process. The prototype of MainDriveASSIST is designed and developed within an industrial oriented project at the institute of Knowledge Based Systems and Knowledge Management.","1553-572X;1553-572X","978-1-4673-2421-2978-1-4673-2419-9978-1-4673-2420","10.1109/IECON.2012.6389401","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6389401","","Benchmark testing;Torque;Unified modeling language;Service robots;Topology;Robustness","decision making;driver information systems;knowledge based systems;knowledge management","drive system assistance tool;meta-analysis;dimensioning indicators;maintenance indicators;drive designer assistance tool;MainDriveASSIST;benchmarking dashboard;drive system components;drive engineer;decision-making activities;business administration activities;business process;knowledge based systems;knowledge management","","","","15","","","","","","IEEE","IEEE Conferences"
