Authors,Title,Year,Source title,DOI,Link,Document Type,Source
"Elias M., Bezerianos A.","Annotating BI visualization dashboards: Needs & challenges",2012,"Conference on Human Factors in Computing Systems - Proceedings","10.1145/2207676.2208288","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862108573&doi=10.1145%2f2207676.2208288&partnerID=40&md5=8d8fdb36ad58b518709d5f3c9c0faefb",Conference Paper,Scopus
"Bateman S., Teevan J., White R.W.","The Search Dashboard: How reflection and comparison impact search behavior",2012,"Conference on Human Factors in Computing Systems - Proceedings","10.1145/2207676.2208311","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862073166&doi=10.1145%2f2207676.2208311&partnerID=40&md5=d5fa9dfd0d0400839542cf0e677b51d3",Conference Paper,Scopus
"Boyle J., Jessup M., Crilly J., Green D., Lind J., Wallis M., Miller P., Fitzgerald G.","Predicting emergency department admissions",2012,"Emergency Medicine Journal","10.1136/emj.2010.103531","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860217032&doi=10.1136%2femj.2010.103531&partnerID=40&md5=b08efcdef99de0f10b1a7368fa09aa61",Article,Scopus
"Rauch D.A., Lye P.S., Carlson D., Daru J.A., Narang S., Srivastava R., Melzer S., Conway P.H.","Pediatric hospital medicine: A strategic planning roundtable to chart the future",2012,"Journal of Hospital Medicine","10.1002/jhm.950","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859437891&doi=10.1002%2fjhm.950&partnerID=40&md5=fba3fb003799ea824f94c78d1f11ed3b",Article,Scopus
"Merad M., Dechy N., Guionnet D., Marcel F.","An experience feed-back on the implementation of a sustainable development plan within a government expertise agency [Mise en place d'une démarche de développement durable au sein d'un institut public d'expertise]",2012,"Natures Sciences Societes","10.1051/nss/2012030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866881838&doi=10.1051%2fnss%2f2012030&partnerID=40&md5=9f042b2285b11f9e83016e82f29cfa97",Article,Scopus
"Yigitbasioglu O.M., Velcu O.","A review of dashboards in performance management: Implications for design and research",2012,"International Journal of Accounting Information Systems","10.1016/j.accinf.2011.08.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857035393&doi=10.1016%2fj.accinf.2011.08.002&partnerID=40&md5=55ca972d943ea42afea2a84641480e1a",Article,Scopus
"Moussa I., Hermann A., Messenger J.C., Dehmer G.J., Weaver W.D., Rumsfeld J.S., Masoudi F.A.","The NCDR CathPCI registry: A US national perspective on care and outcomes for percutaneous coronary intervention",2012,"Heart","10.1136/heartjnl-2012-303379","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874118061&doi=10.1136%2fheartjnl-2012-303379&partnerID=40&md5=ab0bff592ce60d89c33fc9bdc3dbedc7",Article,Scopus
"Ravallion M.","Mashup indices of development",2012,"World Bank Research Observer","10.1093/wbro/lkr009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856615489&doi=10.1093%2fwbro%2flkr009&partnerID=40&md5=2ab081679b42330a2f425101e75e617c",Article,Scopus
"Elmsheuser J., Ramón Medrano Llamas, Legger F., Sciabà A., Sciacca G., Úbeda García M., Van Der Ster D.","Experience in grid site testing for ATLAS, CMS and LHCb with HammerCloud",2012,"Journal of Physics: Conference Series","10.1088/1742-6596/396/3/032111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873286389&doi=10.1088%2f1742-6596%2f396%2f3%2f032111&partnerID=40&md5=661010a6161f27b5e8764b26504b5efc",Conference Paper,Scopus
"Perra F., Guagnano A., Bonvicini A., Simone S.","A dashboard for a ship design space exploration",2012,"NAV International Conference on Ship and Shipping Research",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052501745&partnerID=40&md5=3da2d971a2cb776114373b7336d76a69",Conference Paper,Scopus
"Smith J.A., De Stefano Jr. J.S., Fetzko J., Hollowell C., Ito H., Karasawa M., Pryor J., Rao T., Strecker-Kellogg W.","Centralized fabric management using Puppet, Git, and GLPI",2012,"Journal of Physics: Conference Series","10.1088/1742-6596/396/4/042056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873321809&doi=10.1088%2f1742-6596%2f396%2f4%2f042056&partnerID=40&md5=04d5a0cfc2c53fb352a3307d53db19e2",Conference Paper,Scopus
"Stone-Griffith S., Englebright J.D., Cheung D., Korwek K.M., Perlin J.B.","Data-driven process and operational improvement in the emergency department: The ED Dashboard and Reporting Application",2012,"Journal of Healthcare Management","10.1097/00115514-201205000-00006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862679405&doi=10.1097%2f00115514-201205000-00006&partnerID=40&md5=d329f1f4132d685382e14a181bc52c36",Article,Scopus
"McKee S., Lake A., Laurens P., Severini H., Wlodek T., Wolff S., Zurawski J.","Monitoring the US ATLAS network infrastructure with perfSONAR-PS",2012,"Journal of Physics: Conference Series","10.1088/1742-6596/396/4/042038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873316392&doi=10.1088%2f1742-6596%2f396%2f4%2f042038&partnerID=40&md5=61d744f12d5e8296674592bfd7ad750b",Conference Paper,Scopus
"Thomas S., Perkins A.","The cultivation of a help desk dashboard",2011,"Proceedings ACM SIGUCCS User Services Conference","10.1145/2070364.2070398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83155173271&doi=10.1145%2f2070364.2070398&partnerID=40&md5=0ce95c3cd799e0f70b9295f85da9f385",Conference Paper,Scopus
"Di Tria F., Lefons E., Tangorra F.","Approximate query answering system architecture",2011,"Recent Researches in Computer Science - Proceedings of the 15th WSEAS International Conference on Computers, Part of the 15th WSEAS CSCC Multiconference",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82955190535&partnerID=40&md5=54c66495b21006760d57e0ea781fb967",Conference Paper,Scopus
"Biswas P., Debnath M., Ghosh S., Rahim S., Mahamud A., Chowdhury N.","Dashboard - A novel approach to re-find information in a website through building personalized navigational menus",2011,"14th International Conference on Computer and Information Technology, ICCIT 2011","10.1109/ICCITechn.2011.6164778","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859997834&doi=10.1109%2fICCITechn.2011.6164778&partnerID=40&md5=a685d6e7c557842b5044df71926a8b42",Conference Paper,Scopus
"Fenlon K., Organisciak P., Jett J., Efron M.","Semi-automated collection evaluation for large-scale aggregations",2011,"Proceedings of the ASIST Annual Meeting","10.1002/meet.2011.14504801319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861447893&doi=10.1002%2fmeet.2011.14504801319&partnerID=40&md5=d13d41087c821c789fe9866fa1b68dbe",Conference Paper,Scopus
"Viswanathan G., Schneider M.","CAL: A generic query and analysis language for data warehouses",2011,"Proceedings of the ISCA 20th International Conference on Software Engineering and Data Engineering, SEDE 2011",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871981604&partnerID=40&md5=67c4a276a01a54289cb228f2ba24d59e",Conference Paper,Scopus
"Padmanabhan B., Hevner A., Cuenco M., Shi C.","From information to operations: Service quality and customer retention",2011,"ACM Transactions on Management Information Systems","10.1145/2070710.2070712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860581455&doi=10.1145%2f2070710.2070712&partnerID=40&md5=741deae2ec6a20c085a6b559b3b00caa",Review,Scopus
"Shivade C., Mukri F., Ramnath R., Ramanathan J.","Method for continuous generation of Component Business Model heat map using execution data for a complex service enterprise",2011,"Proceedings - 6th IEEE International Symposium on Service-Oriented System Engineering, SOSE 2011","10.1109/SOSE.2011.6139113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857335820&doi=10.1109%2fSOSE.2011.6139113&partnerID=40&md5=0be23bcd33c2eaebcfaeb8de0cca565f",Conference Paper,Scopus
"Ramly N.N., Ismail A.Z., Aziz M.H., Ahmad N.H.","Operations dashboard: Comparative study",2011,"Proceedings of SPIE - The International Society for Optical Engineering","10.1117/12.914400","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054699516&doi=10.1117%2f12.914400&partnerID=40&md5=94857b7e3c831db168ea96b004b7d99c",Conference Paper,Scopus
"Coertze J., Van Niekerk J., Von Solms R.","A web-based information security management toolbox for small-to-medium enterprises in Southern Africa",2011,"2011 Information Security for South Africa - Proceedings of the ISSA 2011 Conference","10.1109/ISSA.2011.6027515","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053989543&doi=10.1109%2fISSA.2011.6027515&partnerID=40&md5=fa23297be2330664f770613d2a672538",Conference Paper,Scopus
"Mick J.","Data-driven decision making: A nursing research and evidence-based practice dashboard",2011,"Journal of Nursing Administration","10.1097/NNA.0b013e31822edb8c","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80155214515&doi=10.1097%2fNNA.0b013e31822edb8c&partnerID=40&md5=c865d13b616724fdfb7c790361da0d7c",Article,Scopus
"Cheng C.K.Y., Ip D.K.M., Cowling B.J., Ho L.M., Leung G.M., Lau E.H.Y.","Digital dashboard design using multiple data streams for disease surveillance with influenza surveillance as an example",2011,"Journal of Medical Internet Research","10.2196/jmir.1658","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81855173603&doi=10.2196%2fjmir.1658&partnerID=40&md5=6c50c91e2e0155f97234c4e3f058d689",Article,Scopus
"Elias M., Bezerianos A.","Exploration views: Understanding dashboard creation and customization for visualization novices",2011,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-642-23768-3_23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052812632&doi=10.1007%2f978-3-642-23768-3_23&partnerID=40&md5=f19eb61af8d37e5eb513bc7fbbcc424c",Conference Paper,Scopus
"Huang M.-J., Chuang C.-T., Yang K.-H., Liou C.-Y.","EMTAN: A web-based multi-agent system architecture for input automation",2011,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-642-23620-4_29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052407276&doi=10.1007%2f978-3-642-23620-4_29&partnerID=40&md5=d6bcc11d565d2b41ba1b2385ceb05580",Conference Paper,Scopus
"LaMarche J., Sachs O.","Designing interfaces for home energy users: A preference study",2011,"Communications in Computer and Information Science","10.1007/978-3-642-22098-2_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960391906&doi=10.1007%2f978-3-642-22098-2_12&partnerID=40&md5=447f6be61c742c0743d78f78222b9f04",Conference Paper,Scopus
"Pappas L., Whitman L.","Riding the technology wave: Effective dashboard data visualization",2011,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-642-21793-7_29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960325071&doi=10.1007%2f978-3-642-21793-7_29&partnerID=40&md5=a79b921b65d3f704a01f1f4f7435b125",Conference Paper,Scopus
"Castellanos M., Dayal U., Hsu M., Ghosh R., Dekhil M., Lu Y., Zhang L., Schreiman M.","LCI: A social channel analysis platform for live customer intelligence",2011,"Proceedings of the ACM SIGMOD International Conference on Management of Data","10.1145/1989323.1989436","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959960504&doi=10.1145%2f1989323.1989436&partnerID=40&md5=589277fe49c5c348a878af54809a8e02",Conference Paper,Scopus
"Kuo C.-H., Tsai M.-H., Kang S.-C.","A framework of information visualization for multi-system construction",2011,"Automation in Construction","10.1016/j.autcon.2010.10.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952624034&doi=10.1016%2fj.autcon.2010.10.003&partnerID=40&md5=a2018e4312f5ca3d1620089d4e543e48",Conference Paper,Scopus
"Castellanos M., Ghosh R., Lu Y., Zhang L., Ruiz P., Dekhil M., Dayal U., Hsu M.","LivePulse: Tapping social media for sentiments in real-time",2011,"Proceedings of the 20th International Conference Companion on World Wide Web, WWW 2011","10.1145/1963192.1963287","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955135024&doi=10.1145%2f1963192.1963287&partnerID=40&md5=9cc885f6c42cd0986de15dec5443581e",Conference Paper,Scopus
"Fortney J.C., Burgess Jr. J.F., Bosworth H.B., Booth B.M., Kaboli P.J.","A re-conceptualization of access for 21st century healthcare.",2011,"Journal of general internal medicine","10.1007/s11606-011-1806-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858275228&doi=10.1007%2fs11606-011-1806-6&partnerID=40&md5=7a2eb887244992eb844496d57606fb06",Review,Scopus
"Miotto G.L., Magnoni L., Sloper J.E.","The TDAQ analytics dashboard: A real-time web application for the ATLAS TDAQ control infrastructure",2011,"Journal of Physics: Conference Series","10.1088/1742-6596/331/2/022019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858119861&doi=10.1088%2f1742-6596%2f331%2f2%2f022019&partnerID=40&md5=d93159dcf7a39ee9073e0711c7759f04",Conference Paper,Scopus
"Antonelli S., De Girolamo D., Dell'Agnello L., Gregori D., Guizzunti G., Ricci P.P., Rosso F., Sapunenko V., Veraldi R., Veronesi P., Vistoli C., Finzi G.V., Zani S.","INFN-CNAF monitor and control system",2011,"Journal of Physics: Conference Series","10.1088/1742-6596/331/4/042032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858124757&doi=10.1088%2f1742-6596%2f331%2f4%2f042032&partnerID=40&md5=1063b1e06e176ec1e2d1caa80aeb0fba",Conference Paper,Scopus
"Morell L., Trucco M., Patel C.","SustainIT: Engineering curriculum innovation in the sustainability age",2011,"SEFI Annual Conference 2011",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945942202&partnerID=40&md5=d0b0df472ed3fed0b0161a184d48cb16",Conference Paper,Scopus
"Scudder J., Jøsang A.","Personal federation control with the identity dashboard",2010,"IFIP Advances in Information and Communication Technology","10.1007/978-3-642-17303-5_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650105476&doi=10.1007%2f978-3-642-17303-5_7&partnerID=40&md5=f07121174aa70540ed73bf374e1a381c",Conference Paper,Scopus
"Du Y., Ma C., Teng D., Dai G.","Cooperative concept map based on cognitive model for visual analysis",2010,"VINCI 2010: 3rd Visual Information Communication - International Symposium","10.1145/1865841.1865861","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649875459&doi=10.1145%2f1865841.1865861&partnerID=40&md5=a17f7e8c08a362035aaed8f3d9b62c99",Conference Paper,Scopus
"Galli L., Guarneri R., Huhtamaki J.","VERTIGO: Find, enjoy and share media trails across physical and social contexts",2010,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering","10.1007/978-3-642-11532-5_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885889810&doi=10.1007%2f978-3-642-11532-5_8&partnerID=40&md5=b4375bfeb9a6084e9d67be64778dd374",Conference Paper,Scopus
"Koch M.T., Baars H., Lasi H., Kemper H.-G.","Manufacturing execution systems and business intelligence for production environments",2010,"16th Americas Conference on Information Systems 2010, AMCIS 2010",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870361343&partnerID=40&md5=541cf72b783ef7e65d20bafb4eb40a3b",Conference Paper,Scopus
"Grisi R.M., Murino T., Zoppoli P.","Risk in supply networks: The case of aeronautical firms",2010,"Business Performance Measurement and Management: New Contexts, Themes and Challenges","10.1007/978-3-642-04800-5_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892330242&doi=10.1007%2f978-3-642-04800-5_14&partnerID=40&md5=68b3d37232c732ba41bc8ca7925c93a5",Book Chapter,Scopus
"Grenci R.T.","Positioning database content in a business intelligence context",2010,"Proceedings of ISECON",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865644988&partnerID=40&md5=53ebda5ac0c5bdb4c18e3c7bedb49ed9",Conference Paper,Scopus
"Zakaria N.R., Mettauer A., Abu J., Hassan M.R., Ismail A.T., Othman J., Shaari C.Z., Nasron N.","Human factors engineering in designing the passengers' cockpit of the Malaysian commercal suborbital spaceplane",2010,"European Space Agency, (Special Publication) ESA SP",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551632559&partnerID=40&md5=35c7889e2a08eb5c4a6ca33cef91f914",Conference Paper,Scopus
"Bharosa N., Janssen M., Meijer S., Brave F.","Designing and evaluating dashboards for multi-agency crisis preparation: A living lab",2010,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-642-14799-9_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049341856&doi=10.1007%2f978-3-642-14799-9_16&partnerID=40&md5=0c23719563e65b5475d24e096778e3dc",Conference Paper,Scopus
"Levy G., Blumberg N., Kreiss Y., Ash N., Merin O.","Application of information technology within a field hospital deployment following the January 2010 Haiti earthquake disaster",2010,"Journal of the American Medical Informatics Association","10.1136/jamia.2010.004937","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650488856&doi=10.1136%2fjamia.2010.004937&partnerID=40&md5=e244d65d1ccc3e1837b82be39b0445b9",Article,Scopus
"Hartigan W.J., McKew H.","Open bas protocol: On a mission with a vision",2010,"Engineered Systems",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349287675&partnerID=40&md5=2659a2a4915de987e7c8d0d67456d43e",Article,Scopus
"Yang G., Kinshuk, Graf S.","A practical student model for a location-aware and context-sensitive personalized adaptive learning system",2010,"2010 International Conference on Technology for Education, T4E 2010","10.1109/T4E.2010.5550048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956538743&doi=10.1109%2fT4E.2010.5550048&partnerID=40&md5=17662c8dbf7809b1825a6c0c6c8aed2e",Conference Paper,Scopus
"Berry Jr. T.P., Callner D.A., Liguori P.A., Rowe D.W.","Airspace security metrics: Design for assessing the impact of airspace security incidents",2010,"2010 Integrated Communications, Navigation, and Surveillance Conference Proceedings, ICNS 2010","10.1109/ICNSURV.2010.5503330","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954836311&doi=10.1109%2fICNSURV.2010.5503330&partnerID=40&md5=7f6ab4e5d136cc5b1ad3b4ab77a7d528",Conference Paper,Scopus
"Treude C., Storey M.-A.","Awareness 2.0: Staying aware of projects, developers and tasks using dashboards and feeds",2010,"Proceedings - International Conference on Software Engineering","10.1145/1806799.1806854","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954743171&doi=10.1145%2f1806799.1806854&partnerID=40&md5=e50ed2a83c0485022c6f28dfda68a325",Conference Paper,Scopus
"Kailas A., Chong C.-C., Watanabe F.","From mobile phones to personal wellness dashboards",2010,"IEEE Pulse","10.1109/MPUL.2010.937244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952115124&doi=10.1109%2fMPUL.2010.937244&partnerID=40&md5=23e580e17768af7670640a5906ea1df0",Article,Scopus
[No author name available],"New developments: Products, services and software: Optimization solution can improve refinery operating margins",2010,"Hydrocarbon Processing",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954517880&partnerID=40&md5=29f10afb4d9c488486d768b950fcb556",Note,Scopus
[No author name available],"New developments: Products, services and software: Optimization solution can improve refinery operating margins",2010,"Hydrocarbon Processing",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954509988&partnerID=40&md5=c7dc6f9eb764e1ed4a0c701bc4caee4a",Note,Scopus
"Macfadyen L.P., Dawson S.","Mining LMS data to develop an ""early warning system"" for educators: A proof of concept",2010,"Computers and Education","10.1016/j.compedu.2009.09.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71549171729&doi=10.1016%2fj.compedu.2009.09.008&partnerID=40&md5=b2d9bb477a893587210e3aa7dd59fd21",Article,Scopus
"Frith K.H., Anderson F., Sewell J.P.","Assessing and selecting data for a nursing services dashboard",2010,"Journal of Nursing Administration","10.1097/NNA.0b013e3181c47d45","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73549094693&doi=10.1097%2fNNA.0b013e3181c47d45&partnerID=40&md5=e6c2934726835129dbcccb63821974c4",Article,Scopus
"García R.","Using the Rhizomer Platform for Semantic Decision Support Systems Development",2010,"International Journal of Decision Support System Technology","10.4018/jdsst.2010101605","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001831605&doi=10.4018%2fjdsst.2010101605&partnerID=40&md5=bca595052a0434287f8d0131318cd734",Article,Scopus
"Benson A.L., Biggers K., Wall J., Haselkorn M.P.","Adaptive development of a common operating environment for crisis response and management",2010,"ISCRAM 2010 - 7th International Conference on Information Systems for Crisis Response and Management: Defining Crisis Management 3.0, Proceedings",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905654122&partnerID=40&md5=edc0760c6450087673ebd2351d753437",Conference Paper,Scopus
"Michel C., Sandoz-Guermond F.","Global and large-scale pre-school digital games based learning evaluation",2010,"4th European Conference on Games Based Learning 2010, ECGBL 2010",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901759294&partnerID=40&md5=8d733f80013da7c6b9febb434e940d6e",Conference Paper,Scopus
"Green M.L., Miller S.D., Vazhkudai S.S., Trater J.R.","Doing your science while you're in orbit",2010,"Journal of Physics: Conference Series","10.1088/1742-6596/251/1/012095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953758704&doi=10.1088%2f1742-6596%2f251%2f1%2f012095&partnerID=40&md5=e56017ba577269f9e1aed3de3bc122ed",Conference Paper,Scopus
"Andreeva J., Belforte S., Boehm M., Casajus A., Flix J., Gaidioz B., Grigoras C., Kokoszkiewicz L., Lanciotti E., Rocha R., Saiz P., Santinelli R., Sidorova I., Sciabà A., Tsaregorodtsev A.","Dashboard applications to monitor experiment activities at sites",2010,"Journal of Physics: Conference Series","10.1088/1742-6596/219/6/062003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955369045&doi=10.1088%2f1742-6596%2f219%2f6%2f062003&partnerID=40&md5=019253b8a72d4b4a3103ef042e1eb4b9",Conference Paper,Scopus
"Nathanson T., Bitton E., Goldberg K.","Donation dashboard: A recommender system for donation portfolios",2009,"RecSys'09 - Proceedings of the 3rd ACM Conference on Recommender Systems","10.1145/1639714.1639761","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72249116297&doi=10.1145%2f1639714.1639761&partnerID=40&md5=dcd41467e4d69e49eefe744ac814a56c",Conference Paper,Scopus
"Nowack B.","Paggr: Linked Data widgets and dashboards",2009,"Journal of Web Semantics","10.1016/j.websem.2009.09.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71649099071&doi=10.1016%2fj.websem.2009.09.005&partnerID=40&md5=acaa646a9d752a28db361edde73695eb",Article,Scopus
"Parfouru S., Haik P., Ricard B., Arrondel V.","Investigation of dashboard design to propose an approach of design and restitution of indicators: From model to human computer interface generation",2009,"6th American Nuclear Society International Topical Meeting on Nuclear Plant Instrumentation, Control, and Human-Machine Interface Technologies 2009",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952115840&partnerID=40&md5=83bd096a8d84ac3f6e26a01d1e7a6788",Conference Paper,Scopus
"Turner M.","Healthstat: Measuring the performance of the Irish public health service",2009,"Journal of the Statistical and Social Inquiry Society of Ireland",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053088180&partnerID=40&md5=e9bf5fdfb535ff8eef8a3a403aa25b9f",Article,Scopus
"Nichols J., Demirkan H., Goul M., Keith M.","Towards a theory of agile dashboards for service oriented organizations",2009,"15th Americas Conference on Information Systems 2009, AMCIS 2009",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870368045&partnerID=40&md5=da25137b697368323740f4b5edaa887b",Conference Paper,Scopus
"El Qasmi M.J., Roudies O.","A demarche of computer audit [Une démarche d'audit informatique]",2009,"14th International Conference of the Association Information and Management 2009, AIM 2009",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870469213&partnerID=40&md5=46638b310a1b7bbaf4140ad0ed614a1c",Conference Paper,Scopus
"Piovesan C., Kozman J.","An Intelligent Platform to manage offshore assets",2009,"Proceedings - SPE Annual Technical Conference and Exhibition",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349237786&partnerID=40&md5=e423aefdd6dc6f4a5a888b8fb3f0fc08",Conference Paper,Scopus
"Jacinto C., Romano M., Montes A., Sousa P., Nunes M.S.","RFID tuning methodology applied on airport baggage tracking",2009,"ETFA 2009 - 2009 IEEE Conference on Emerging Technologies and Factory Automation","10.1109/ETFA.2009.5347245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949880456&doi=10.1109%2fETFA.2009.5347245&partnerID=40&md5=9d7dc8702fc8b218d2eae620c50632d1",Conference Paper,Scopus
"Popovics S.","A concept for the development of mathematical and mechanical models for the deformations of composites under uniaxial load",2009,"American Concrete Institute, ACI Special Publication",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952358786&partnerID=40&md5=ad9020e95f2f987d7464b1df52a2c9fc",Conference Paper,Scopus
"Lucansky P., Burke R.","Lean system for managing©, the forgotten change management tool of sustainability",2009,"Society for Health Systems Conference and Expo",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950573357&partnerID=40&md5=26a6b91be598c95137f7f4526a46a744",Conference Paper,Scopus
"Eary L.E., Jakubowski R., Eshleman J., Watson A.","Applying numerical hydrogeochemical models as decision support tools for mine closure planning",2009,"Tailings and Mine Waste '08 - Proceedings of the 12th International Conference",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952298912&partnerID=40&md5=ed9da5d786c34ff10be9589bfcebab08",Conference Paper,Scopus
"Nelson A., Nyabuti D., Collins J., Ketter W., Gini M.","Ontology-driven decision support in dynamic supply-chains",2009,"2009 IEEE Conference on Commerce and Enterprise Computing, CEC 2009","10.1109/CEC.2009.79","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449424312&doi=10.1109%2fCEC.2009.79&partnerID=40&md5=13c8685b9c86762b38c9fe8423415f93",Conference Paper,Scopus
"Do T., Nguyen T., Nguyen D.T., Nguyen H.C., Shi W.","Trouble Dashboard: A distributed failure monitoring system for high-end computing",2009,"2009 IEEE-RIVF International Conference on Computing and Communication Technologies: Research, Innovation and Vision for the Future, RIVF 2009","10.1109/RIVF.2009.5174661","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71049150371&doi=10.1109%2fRIVF.2009.5174661&partnerID=40&md5=16f73f3932a891de73c2a8f74e13e61a",Conference Paper,Scopus
"Smith F.O.","Manufacturers' increasing integration of automation and enterprise technologies are being used for a variety of purposes, from production margin optimization to strategic energy efficiency decisions",2009,"Control Engineering",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-73049092355&partnerID=40&md5=bdbb0a35786ea372aa922aee2e1eb589",Article,Scopus
"Pauwels K., Ambler T., Clark B.H., LaPointe P., Reibstein D., Skiera B., Wierenga B., Wiesel T.","Dashboards as a service: Why, what, how, and what research is needed?",2009,"Journal of Service Research","10.1177/1094670509344213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71049125216&doi=10.1177%2f1094670509344213&partnerID=40&md5=1324af459b5aa08e23be7bbdd0f136a5",Article,Scopus
"Wadsworth T., Graves B., Glass S., Harrison A.M., Donovan C., Proctor A.","Using business intelligence to improve performance.",2009,"Healthcare financial management : journal of the Healthcare Financial Management Association",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049444167&partnerID=40&md5=e7f4c55043fe7dc1ca8c4b8a604167eb",Article,Scopus
"Wang Z.-G., Tang R.-Z.","Numerical parameter design and calculation of lean production dashboard",2009,"Zhejiang Daxue Xuebao(Gongxue Ban)/Journal of Zhejiang University (Engineering Science)","10.3785/j.issn.1008-973X.2009.10.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70849136872&doi=10.3785%2fj.issn.1008-973X.2009.10.014&partnerID=40&md5=72ce822863649e9290a120fab5372149",Article,Scopus
